district,year,lat,lng,temperature_increase_c,sea_level_rise_m,rainfall_change_pct,cyclone_intensity_index,humidity_pct,river_overflow_index,deforestation_pct,flood_risk_pct,crop_loss_pct,migration_people,disease_risk_pct,economic_damage_usd
Rangpur,2084,25.7439,89.2752,2.76,0.01,37.19,8.13,86.71,56.02,34.99,36.73,37.9,39045,27.97,24328752.38
Chandpur,2056,23.2333,90.6712,3.14,1.73,13.11,7.33,74.34,16.03,24.25,42.68,40.56,224207,30.31,63154897.03
Comilla,2042,23.4607,91.1809,2.52,0.81,22.49,3.62,72.22,50.71,33.7,38.85,26.17,87645,48.22,25415550.01
Bogura,2062,24.8465,89.3776,2.13,0.63,34.09,6.54,74.35,29.89,32.77,39.51,44.81,84378,35.7,21600645.78
Cox's Bazar,2080,21.4272,92.0058,4.14,1.87,16.5,9.21,79.8,57.18,38.25,77.86,79.17,366495,61.95,216790543.87
Noakhali,2051,22.8696,91.0995,1.69,0.84,20.73,9.08,89.91,30.75,26.15,55.74,63.05,396056,54.63,178103130.86
Chandpur,2077,23.2333,90.6712,2.58,2.16,44.19,8.29,87.34,55.84,30.47,65.94,47.26,260046,49.4,67194172.14
Comilla,2040,23.4607,91.1809,2.1,0.61,7.53,5.47,82.55,23.6,18.96,35.4,19.04,78077,32.04,26064344.99
Sylhet,2035,24.8949,91.8687,1.58,1.52,9.14,5.33,88.04,26.02,32.18,37.23,45.63,143739,38.3,41907894.56
Sylhet,2038,24.8949,91.8687,1.67,1.08,15.0,4.56,74.88,50.43,28.27,35.23,28.14,103901,44.06,38862675.45
Satkhira,2099,22.7185,89.0705,4.24,2.77,35.59,10.0,74.36,43.8,28.1,87.19,84.09,773261,70.85,158169103.46
Pirojpur,2088,22.5841,89.972,3.69,2.92,15.35,8.89,83.14,78.25,19.12,87.44,61.91,553355,68.85,208283243.39
Khulna,2066,22.8456,89.5403,3.66,2.64,1.75,8.61,85.12,47.44,16.25,82.62,59.42,515485,60.61,200350432.41
Shariatpur,2050,23.2423,90.4348,1.62,1.1,35.1,9.73,68.62,46.06,12.97,63.15,54.86,276707,49.26,109827130.69
Barisal,2036,22.701,90.3535,1.9,0.73,-5.55,6.74,75.86,53.06,12.27,38.69,41.43,258432,43.7,72349908.93
Bogura,2079,24.8465,89.3776,4.93,0.29,20.72,7.95,69.62,66.69,34.39,52.71,44.24,81985,36.8,29210062.67
Faridpur,2094,23.607,89.8429,4.61,2.32,59.75,9.29,87.91,54.06,29.57,71.65,61.06,295741,49.44,78835961.91
Bagerhat,2078,22.6602,89.7895,4.18,1.84,41.26,7.48,80.75,78.11,35.59,78.6,79.13,451964,52.57,141118160.04
Jhalokati,2073,22.6406,90.1987,1.36,1.83,21.03,9.05,82.23,44.03,32.52,67.01,59.22,345807,41.86,102244012.63
Noakhali,2075,22.8696,91.0995,3.39,1.68,22.3,6.11,81.36,61.32,31.55,59.54,42.29,236974,45.81,77320022.61
Bogura,2092,24.8465,89.3776,5.27,1.33,21.99,8.99,85.99,39.71,39.66,45.12,34.02,76741,43.72,25796333.64
Bhola,2034,22.6859,90.6482,0.84,0.98,12.95,5.83,78.1,17.43,10.25,23.08,37.22,110525,34.5,59986479.95
Shariatpur,2037,23.2423,90.4348,0.6,0.63,39.85,7.94,82.2,40.5,10.16,47.66,47.91,233799,42.04,72754889.2
Bhola,2092,22.6859,90.6482,4.32,3.35,28.11,7.28,91.9,100.0,36.45,92.12,67.83,644889,74.05,137950513.77
Bogura,2082,24.8465,89.3776,3.82,1.27,27.65,4.74,84.81,65.42,29.54,45.64,29.29,47380,45.12,19392638.39
Jhalokati,2087,22.6406,90.1987,5.1,1.89,26.52,8.99,78.23,71.51,30.03,68.98,64.92,417698,63.12,149561521.35
Chittagong,2047,22.3569,91.7832,2.28,1.0,8.06,6.63,75.35,66.2,31.6,58.37,53.02,288052,40.99,90873544.7
Rajshahi,2084,24.3745,88.6042,3.94,1.04,47.42,6.23,77.19,70.64,36.9,45.69,38.15,60743,40.31,23480448.15
Chittagong,2071,22.3569,91.7832,3.3,2.3,3.1,6.99,87.28,58.73,0.0,69.57,61.29,237969,62.64,52655250.27
Sylhet,2085,24.8949,91.8687,3.79,0.66,40.69,10.0,83.58,64.37,27.71,50.72,61.99,319469,59.15,54694635.37
Bhola,2090,22.6859,90.6482,3.36,2.22,36.66,9.92,73.35,75.98,37.14,86.27,82.14,480751,64.74,253482359.62
Faridpur,2064,23.607,89.8429,3.12,1.34,21.63,7.16,85.17,44.69,27.94,47.23,39.7,161274,40.21,54429645.66
Chittagong,2082,22.3569,91.7832,3.42,2.2,25.18,5.87,83.38,61.59,37.0,60.89,63.44,291985,43.0,78104215.57
Pirojpur,2079,22.5841,89.972,4.75,2.92,40.61,6.85,91.63,51.22,27.25,82.4,67.37,614171,58.13,123985507.06
Satkhira,2032,22.7185,89.0705,0.0,0.44,29.97,6.28,75.87,18.68,18.68,38.1,46.79,219878,33.68,88777040.15
Dhaka,2032,23.8103,90.4125,1.63,1.69,-9.83,3.78,75.7,25.58,25.16,32.56,26.08,63221,29.9,29218497.49
Shariatpur,2027,23.2423,90.4348,1.25,0.0,2.65,6.37,67.2,0.0,15.79,33.03,34.88,121369,21.52,51148889.67
Barisal,2037,22.701,90.3535,0.13,1.34,26.29,7.45,79.78,45.95,22.37,57.06,44.9,224374,45.12,101332543.92
Pirojpur,2037,22.5841,89.972,1.82,1.29,32.03,4.08,77.71,23.17,16.69,36.94,14.06,161817,36.9,31073397.58
Satkhira,2088,22.7185,89.0705,3.66,2.87,27.89,10.0,81.09,64.67,41.43,96.26,84.77,941800,84.38,279671584.73
Shariatpur,2045,23.2423,90.4348,2.07,1.55,9.01,5.29,67.91,21.31,16.19,37.79,44.22,159575,28.4,41530976.16
Jhalokati,2087,22.6406,90.1987,4.79,2.43,28.16,10.0,75.65,65.64,49.71,85.3,73.44,591947,60.88,134835418.36
Satkhira,2077,22.7185,89.0705,4.32,2.21,25.14,6.79,79.65,48.33,20.78,76.9,63.05,490519,59.04,159605537.26
Sylhet,2028,24.8949,91.8687,1.36,0.24,17.78,4.95,73.02,11.34,16.97,22.55,16.19,69878,34.03,35764781.93
Barisal,2083,22.701,90.3535,3.28,2.02,36.33,9.03,76.32,57.07,14.64,80.07,66.2,539397,51.98,160792743.3
Khulna,2075,22.8456,89.5403,3.32,2.57,51.59,9.41,86.11,77.69,32.89,91.09,88.88,904584,72.1,179011264.11
Faridpur,2098,23.607,89.8429,4.19,2.4,38.88,10.0,90.68,78.16,44.11,72.37,68.74,279787,50.12,102553904.83
Bogura,2089,24.8465,89.3776,4.36,1.91,38.26,10.0,82.89,51.16,21.83,61.38,45.12,93392,56.76,47847673.82
Pirojpur,2099,22.5841,89.972,4.16,2.93,38.7,10.0,92.21,71.83,50.53,98.94,84.45,822188,81.16,332194648.57
Rangpur,2100,25.7439,89.2752,4.52,0.77,48.64,10.0,85.6,60.42,35.41,50.39,46.93,82602,56.99,29899860.88
Noakhali,2063,22.8696,91.0995,2.08,2.07,45.7,9.87,80.27,57.56,23.9,79.54,77.44,587836,63.42,218125201.26
Bagerhat,2036,22.6602,89.7895,1.32,1.58,55.06,3.61,68.62,21.22,17.11,41.32,41.93,178187,35.74,44420038.9
Bhola,2064,22.6859,90.6482,2.8,1.14,8.18,5.77,83.74,54.27,30.29,40.49,34.24,225304,25.87,85344844.5
Rajshahi,2051,24.3745,88.6042,2.89,0.08,36.13,10.0,64.13,48.75,7.47,46.85,39.65,77748,36.43,34474049.96
Jhalokati,2089,22.6406,90.1987,4.98,2.28,14.56,10.0,81.42,89.33,41.84,83.72,73.82,555740,75.35,201316974.3
Barisal,2082,22.701,90.3535,3.5,2.51,52.37,8.65,78.71,50.72,25.77,69.8,65.02,592883,55.18,181119997.35
Khulna,2033,22.8456,89.5403,1.83,0.54,5.98,5.72,72.88,2.3,24.51,31.04,35.74,134460,24.59,61708353.34
Comilla,2032,23.4607,91.1809,1.49,0.0,16.18,4.38,80.93,41.9,0.0,32.39,18.56,51445,32.29,24571997.57
Satkhira,2032,22.7185,89.0705,1.89,0.96,13.5,3.94,69.87,48.99,4.78,45.51,32.71,176283,26.95,51799287.75
Khulna,2078,22.8456,89.5403,2.4,2.7,32.54,7.4,85.78,24.53,31.91,76.26,74.64,551334,52.16,144090478.49
Cox's Bazar,2086,21.4272,92.0058,4.28,2.19,45.76,10.0,81.14,40.42,20.51,80.68,75.89,688406,58.75,238743177.37
Bhola,2056,22.6859,90.6482,1.86,1.4,4.44,10.0,77.73,56.04,18.97,64.5,66.4,621683,56.55,154944343.21
Jhalokati,2027,22.6406,90.1987,1.49,1.19,16.11,5.76,79.53,13.66,7.83,28.88,25.08,132733,35.63,43177890.52
Faridpur,2033,23.607,89.8429,3.02,0.04,43.98,2.31,70.98,0.26,20.03,10.03,14.01,24341,23.82,14343010.57
Barisal,2088,22.701,90.3535,3.39,2.88,15.86,8.5,78.61,69.22,39.94,92.49,69.94,720868,63.79,183544088.43
Patuakhali,2040,22.3596,90.3296,1.25,1.79,20.61,6.2,75.03,74.53,29.44,59.05,51.28,308610,50.13,88194294.37
Dhaka,2059,23.8103,90.4125,3.75,0.15,6.68,5.19,76.01,72.22,32.08,48.06,31.93,80249,31.6,30878216.0
Faridpur,2074,23.607,89.8429,4.32,1.34,27.47,7.64,85.58,28.2,33.96,46.25,40.27,93690,41.94,67886764.3
Rangpur,2095,25.7439,89.2752,4.55,1.82,37.36,9.55,79.76,44.31,28.25,37.87,48.6,57124,35.45,20315776.81
Barisal,2077,22.701,90.3535,4.84,3.39,5.89,7.74,74.34,71.45,31.16,86.56,67.16,490368,69.73,188121834.18
Chandpur,2070,23.2333,90.6712,0.97,1.53,59.25,9.44,68.72,45.22,17.39,67.46,65.1,288446,53.0,55466707.47
Sylhet,2081,24.8949,91.8687,3.64,2.16,3.28,7.32,87.03,32.12,31.77,52.84,55.51,195292,43.97,80562882.84
Noakhali,2080,22.8696,91.0995,3.39,2.11,29.92,9.76,84.19,46.2,30.76,83.39,70.64,587418,61.75,191889722.79
Rangpur,2091,25.7439,89.2752,5.21,0.42,51.79,6.77,78.29,68.96,40.55,48.55,46.08,63814,41.42,20590054.05
Sylhet,2060,24.8949,91.8687,2.08,1.94,19.26,6.57,83.29,45.29,21.95,50.59,47.8,154846,42.8,58148265.43
Bogura,2049,24.8465,89.3776,2.04,1.43,17.25,4.66,76.53,18.06,13.11,24.1,28.83,35071,24.51,16572483.72
Bhola,2080,22.6859,90.6482,4.57,2.17,24.57,10.0,82.31,55.03,35.41,89.19,79.29,780748,72.69,196281179.81
Bhola,2091,22.6859,90.6482,3.19,2.57,27.95,10.0,80.11,55.12,33.01,80.27,81.95,841081,63.86,232654553.74
Shariatpur,2058,23.2423,90.4348,0.92,1.55,60.0,6.4,77.81,56.11,36.96,57.38,41.33,231365,61.52,75392337.11
Rajshahi,2042,24.3745,88.6042,2.02,0.0,35.29,3.0,77.26,22.57,15.16,29.95,23.66,30315,20.75,6983845.17
Barisal,2080,22.701,90.3535,3.66,2.95,23.59,10.0,76.56,54.59,21.03,95.11,92.66,551973,65.08,340104345.4
Comilla,2100,23.4607,91.1809,4.95,2.51,41.17,9.88,93.57,89.23,34.5,77.25,58.36,326086,53.66,89564316.96
Rangpur,2044,25.7439,89.2752,1.48,0.59,56.07,4.43,74.41,51.21,21.98,41.33,33.23,45150,23.77,10579513.35
Satkhira,2069,22.7185,89.0705,3.36,1.36,46.43,7.84,78.23,39.99,31.71,54.45,55.12,409036,51.25,111751709.78
Comilla,2038,23.4607,91.1809,1.61,0.77,2.95,8.18,72.91,58.54,16.96,52.73,47.23,202111,41.03,70816747.47
Bhola,2100,22.6859,90.6482,4.78,3.31,40.52,9.12,80.92,95.27,26.97,100.0,93.05,956349,83.87,254750609.91
Khulna,2063,22.8456,89.5403,2.24,1.91,-1.41,8.53,80.99,48.9,22.01,61.85,63.88,339791,57.44,211888387.57
Cox's Bazar,2043,21.4272,92.0058,0.64,0.71,23.52,5.85,68.52,44.8,19.72,51.99,44.53,293748,34.72,61923859.28
Shariatpur,2058,23.2423,90.4348,3.41,0.81,23.56,4.39,77.43,57.51,20.32,40.81,27.73,108559,48.16,38751841.82
Noakhali,2098,22.8696,91.0995,4.15,2.21,23.99,10.0,81.93,94.76,33.7,91.11,83.01,355704,70.97,228704271.6
Dhaka,2077,23.8103,90.4125,4.2,0.51,49.43,6.75,75.12,51.68,27.24,52.77,45.45,116964,47.37,45588457.78
Chandpur,2090,23.2333,90.6712,5.17,2.43,38.51,10.0,81.39,59.27,46.11,87.32,74.59,424645,71.43,180022281.77
Khulna,2045,22.8456,89.5403,1.68,1.28,17.67,5.17,77.91,44.38,17.33,50.94,50.93,306484,40.54,94121661.14
Chandpur,2091,23.2333,90.6712,3.09,2.49,38.59,10.0,90.78,69.88,34.59,80.36,64.27,273479,57.74,134150561.55
Barisal,2032,22.701,90.3535,0.89,0.45,9.57,4.25,73.7,59.44,22.16,34.82,32.88,148224,31.67,40823630.19
Jhalokati,2084,22.6406,90.1987,3.42,1.77,32.95,8.72,69.46,57.71,37.68,71.13,79.84,559701,63.7,240745438.48
Satkhira,2049,22.7185,89.0705,2.25,1.74,11.21,6.63,73.67,48.32,16.18,52.98,50.62,284370,34.26,68858145.75
Jhalokati,2041,22.6406,90.1987,1.04,1.05,19.68,7.37,81.22,53.76,24.13,52.33,57.09,319156,50.11,117520379.1
Pirojpur,2034,22.5841,89.972,1.19,0.47,30.89,7.79,67.26,55.58,8.03,42.89,46.86,218963,35.43,95669613.56
Patuakhali,2036,22.3596,90.3296,2.36,0.53,13.81,5.6,86.3,0.0,10.28,29.57,28.73,139724,33.7,46419611.88
Barisal,2034,22.701,90.3535,1.92,0.54,6.8,5.17,75.92,8.5,21.09,26.36,40.48,157124,38.67,41666193.71
Bhola,2026,22.6859,90.6482,0.05,0.0,29.18,7.41,68.22,23.65,14.66,40.32,39.15,168779,44.59,53156867.94
Bhola,2077,22.6859,90.6482,3.56,2.68,28.67,7.84,85.61,61.73,23.69,81.06,70.77,736680,64.76,225596073.05
Shariatpur,2094,23.2423,90.4348,3.8,2.24,35.45,7.39,89.96,74.53,30.95,74.25,60.28,369516,48.17,100532599.78
Jhalokati,2054,22.6406,90.1987,2.85,0.98,-15.9,4.8,77.73,44.88,36.2,44.13,40.71,173120,45.35,48277775.4
Dhaka,2082,23.8103,90.4125,2.79,1.86,38.69,6.37,80.39,58.16,28.19,46.59,35.54,96662,38.83,27773022.82
Bagerhat,2062,22.6602,89.7895,2.79,1.63,19.98,7.58,83.43,59.27,29.29,62.43,54.85,289228,49.34,119372122.47
Cox's Bazar,2039,21.4272,92.0058,1.73,0.34,-9.31,7.0,73.65,24.46,9.98,40.44,50.88,212890,39.36,100233096.0
Dhaka,2072,23.8103,90.4125,4.77,2.22,-11.8,6.68,75.7,42.95,24.19,52.05,36.83,85520,39.92,37356755.58
Jhalokati,2100,22.6406,90.1987,3.18,3.86,30.36,9.38,80.61,74.22,49.18,100.0,71.79,452090,65.34,184542038.26
Khulna,2050,22.8456,89.5403,2.82,0.77,42.4,9.48,76.18,49.58,11.81,66.59,66.03,398563,55.9,158708545.95
Pirojpur,2074,22.5841,89.972,4.05,1.66,55.63,5.83,89.92,38.8,28.06,50.13,48.25,265840,52.95,92914760.14
Rajshahi,2074,24.3745,88.6042,3.43,0.33,14.73,4.83,77.6,49.42,12.77,33.04,33.13,52195,29.49,11058696.51
Satkhira,2036,22.7185,89.0705,0.0,1.29,11.2,8.52,65.81,49.43,17.13,54.57,48.45,369124,54.08,161011438.89
Sylhet,2086,24.8949,91.8687,3.37,1.36,13.87,10.0,76.84,78.23,35.47,71.28,60.42,354194,58.34,101821674.0
Shariatpur,2056,23.2423,90.4348,2.33,0.83,31.4,6.36,81.24,37.25,13.59,52.22,53.7,252060,41.02,66681377.45
Khulna,2078,22.8456,89.5403,3.19,2.13,59.28,8.36,91.26,36.58,33.28,81.97,76.11,563099,52.87,235544131.16
Bogura,2079,24.8465,89.3776,3.44,0.19,54.95,8.89,80.57,30.26,41.69,37.3,38.27,43623,34.59,18042672.02
Chittagong,2038,22.3569,91.7832,2.2,0.58,20.54,4.41,76.78,65.23,15.68,45.18,27.55,203439,37.29,58989837.63
Sylhet,2027,24.8949,91.8687,1.58,0.69,4.01,6.08,70.66,42.52,12.41,40.03,31.06,122083,31.22,43184703.1
Barisal,2025,22.701,90.3535,0.57,0.27,12.01,3.85,74.23,14.92,33.77,28.91,33.84,155489,18.0,20786219.66
Barisal,2093,22.701,90.3535,3.07,2.85,40.28,10.0,75.42,70.81,33.25,95.65,81.56,941904,67.99,342356365.27
Dhaka,2043,23.8103,90.4125,2.43,0.54,12.28,5.91,75.12,0.0,0.0,30.72,32.7,85249,29.77,17189234.57
Bogura,2093,24.8465,89.3776,4.18,0.43,60.0,10.0,85.12,51.96,22.77,58.78,50.95,101972,51.62,35272520.54
Noakhali,2031,22.8696,91.0995,1.8,0.0,28.71,4.97,82.59,29.97,15.51,24.68,37.39,103545,30.41,45335192.57
Barisal,2054,22.701,90.3535,0.99,1.32,33.53,6.17,76.74,47.28,21.73,43.01,46.18,268696,35.88,72088593.47
Cox's Bazar,2057,21.4272,92.0058,3.25,1.46,10.05,7.04,71.19,30.54,11.85,44.29,52.75,217504,44.82,73535035.54
Cox's Bazar,2085,21.4272,92.0058,2.98,2.57,34.79,10.0,85.18,51.19,36.48,95.39,73.22,571852,66.19,206399984.87
Khulna,2045,22.8456,89.5403,0.89,1.81,-3.34,5.91,83.41,39.95,12.5,42.35,38.68,183965,43.11,51978313.5
Patuakhali,2050,22.3596,90.3296,2.26,1.42,41.62,5.89,73.31,34.85,20.13,48.44,43.84,159255,38.35,88232947.47
Chandpur,2025,23.2333,90.6712,1.96,1.28,21.39,6.53,79.6,55.65,29.81,55.54,51.1,205267,45.5,64286370.36
Khulna,2048,22.8456,89.5403,1.5,1.14,-16.13,9.19,76.13,48.79,32.8,63.09,75.41,387460,70.18,215344665.65
Chittagong,2083,22.3569,91.7832,4.85,1.82,28.87,10.0,69.98,67.02,34.72,90.73,69.65,779493,61.85,185037859.38
Bogura,2069,24.8465,89.3776,2.18,0.91,10.92,7.56,75.72,26.12,22.51,35.62,30.42,53916,39.22,25045805.41
Patuakhali,2074,22.3596,90.3296,2.45,2.35,36.66,5.85,74.88,44.82,26.4,57.68,56.86,229064,35.86,95054477.62
Bogura,2044,24.8465,89.3776,0.72,0.17,11.58,4.08,77.94,26.26,31.89,24.49,18.78,31418,28.51,13983623.12
Comilla,2077,23.4607,91.1809,4.04,1.43,53.17,9.53,81.73,46.87,32.92,57.4,68.1,233093,47.73,74786840.47
Bogura,2070,24.8465,89.3776,3.55,0.31,44.47,4.37,80.56,61.89,9.78,49.57,28.56,59617,42.14,20671529.36
Dhaka,2027,23.8103,90.4125,1.89,0.59,37.21,4.67,87.0,44.24,1.09,48.09,27.32,99457,38.76,29189657.42
Cox's Bazar,2089,21.4272,92.0058,4.49,2.58,59.29,9.73,87.44,29.62,31.38,79.82,79.85,698823,58.71,206050530.84
Bagerhat,2089,22.6602,89.7895,2.16,3.05,30.59,7.61,83.85,80.84,40.38,86.24,75.68,637601,61.09,149471728.9
Patuakhali,2029,22.3596,90.3296,1.86,0.44,-4.09,2.49,80.42,23.89,18.71,31.12,17.45,104902,28.61,33453740.37
Jhalokati,2071,22.6406,90.1987,2.08,2.16,43.87,7.37,79.08,58.36,30.03,69.09,63.97,298921,58.6,144523928.9
Satkhira,2045,22.7185,89.0705,0.74,1.04,20.92,4.36,74.97,19.15,25.19,32.31,25.06,140564,32.08,48381515.06
Chittagong,2065,22.3569,91.7832,2.23,1.37,17.93,7.4,80.15,46.87,22.28,52.68,66.33,272681,44.34,180419523.38
Khulna,2098,22.8456,89.5403,3.3,3.68,25.55,10.0,81.52,61.36,47.34,100.0,93.81,951828,67.56,330520845.83
Shariatpur,2041,23.2423,90.4348,1.85,1.68,29.16,5.81,78.22,39.31,9.26,45.55,40.6,154767,42.14,54973344.37
Satkhira,2029,22.7185,89.0705,1.72,0.54,-8.91,7.99,74.58,30.85,13.33,42.8,58.36,362271,47.58,105056426.13
Sylhet,2078,24.8949,91.8687,3.53,1.56,36.27,7.03,82.17,55.68,33.96,51.49,52.85,160405,42.04,57503551.91
Rangpur,2095,25.7439,89.2752,5.08,0.35,27.52,10.0,79.04,49.2,25.57,51.34,48.67,94203,48.25,32729399.08
Chandpur,2096,23.2333,90.6712,3.66,2.94,49.87,7.94,82.81,56.93,24.91,74.41,58.2,260469,45.63,69680583.23
Bogura,2093,24.8465,89.3776,4.11,0.5,46.96,7.87,85.71,49.38,26.84,43.96,32.94,71627,35.68,28527496.13
Sylhet,2083,24.8949,91.8687,4.56,1.22,23.03,8.68,88.21,79.75,30.8,76.06,57.82,363523,53.04,108192304.32
Faridpur,2062,23.607,89.8429,1.83,1.4,5.11,7.25,84.39,37.77,17.12,41.62,32.19,122391,42.03,41416652.17
Bogura,2031,24.8465,89.3776,0.7,1.05,-3.22,3.96,82.74,48.92,13.24,33.35,23.78,36282,36.52,18465662.07
Chandpur,2048,23.2333,90.6712,2.53,1.28,-2.71,6.59,71.35,31.33,38.43,41.47,37.07,180337,32.89,47056964.2
Shariatpur,2097,23.2423,90.4348,4.39,1.67,46.96,8.57,91.92,53.55,42.61,75.33,62.03,348659,59.83,98675655.4
Noakhali,2045,22.8696,91.0995,1.75,0.92,18.73,6.19,78.12,30.99,15.89,40.65,41.45,181726,41.89,43428673.95
Noakhali,2100,22.8696,91.0995,4.62,2.72,35.8,8.37,92.78,67.68,36.41,80.43,70.44,395884,60.64,134608524.84
Bogura,2065,24.8465,89.3776,0.82,0.11,47.96,7.44,87.18,63.83,31.05,37.62,32.53,68404,40.81,32084768.81
Pirojpur,2076,22.5841,89.972,4.96,2.05,50.44,10.0,74.3,47.75,20.34,68.5,75.15,471654,58.03,192696527.18
Faridpur,2033,23.607,89.8429,2.4,0.31,21.19,5.63,84.08,31.73,0.14,33.03,30.73,76680,36.35,30525839.77
Bagerhat,2099,22.6602,89.7895,4.99,2.86,33.5,8.99,90.31,66.88,35.37,85.8,78.28,762210,68.55,230735274.01
Khulna,2047,22.8456,89.5403,0.92,0.75,15.73,5.21,70.96,13.36,10.09,29.25,33.28,125752,32.91,48022736.82
Noakhali,2099,22.8696,91.0995,4.32,3.4,42.65,7.43,82.35,48.37,33.87,77.93,68.6,346556,55.54,161708926.92
Rangpur,2085,25.7439,89.2752,3.19,0.77,36.76,9.84,72.51,35.21,53.44,41.75,35.64,55595,23.31,26310488.61
Faridpur,2047,23.607,89.8429,1.3,0.58,32.65,2.77,69.42,35.67,14.85,24.52,15.97,56934,25.91,19475022.11
Comilla,2093,23.4607,91.1809,4.34,1.03,44.59,8.0,81.25,72.92,27.38,66.34,62.47,258549,46.13,42271012.5
Pirojpur,2033,22.5841,89.972,1.46,0.21,30.8,3.83,73.31,41.8,8.22,30.43,36.24,129350,39.74,49807148.71
Dhaka,2025,23.8103,90.4125,0.0,0.0,21.45,1.22,73.04,35.08,26.76,14.19,13.2,25004,24.33,8447552.58
Bogura,2049,24.8465,89.3776,1.48,0.59,26.28,4.4,82.6,40.04,27.71,30.33,29.21,36140,27.89,17820084.89
Rangpur,2074,25.7439,89.2752,2.47,0.77,-6.01,5.71,85.99,43.54,29.01,15.26,20.36,24145,32.4,12229272.85
Barisal,2065,22.701,90.3535,2.73,1.2,22.93,5.49,68.18,34.2,37.74,43.4,46.78,199480,27.61,86107815.84
Faridpur,2053,23.607,89.8429,1.86,0.93,24.66,4.8,66.96,29.56,16.48,27.94,34.86,65251,31.84,30176329.36
Bogura,2066,24.8465,89.3776,2.81,1.08,23.82,6.87,70.36,3.76,28.95,30.23,34.84,43844,38.76,17189861.54
Comilla,2028,23.4607,91.1809,1.62,1.22,6.44,3.15,66.33,54.49,19.17,38.57,44.34,102093,24.61,27365445.81
Rangpur,2070,25.7439,89.2752,2.78,0.44,19.19,4.13,89.36,48.64,25.2,36.57,29.01,42751,38.77,14057776.73
Comilla,2059,23.4607,91.1809,3.19,1.11,20.29,8.72,75.76,49.47,27.38,48.33,42.48,144323,42.49,39433494.68
Rangpur,2057,25.7439,89.2752,2.71,1.18,31.12,1.33,82.26,31.7,27.16,25.73,19.74,25170,26.25,10412927.97
Bhola,2053,22.6859,90.6482,3.18,1.94,31.21,3.97,84.69,37.92,28.19,43.84,33.28,250988,32.32,68615770.27
Barisal,2083,22.701,90.3535,3.37,2.55,13.68,8.68,74.69,53.76,37.87,79.85,61.57,588509,59.01,150800161.06
Sylhet,2056,24.8949,91.8687,2.31,0.51,50.12,6.24,77.82,37.15,32.71,36.28,33.6,102451,45.39,47817038.92
Jhalokati,2084,22.6406,90.1987,4.85,2.69,29.6,8.27,83.27,45.84,30.77,75.03,54.23,367767,54.06,150480573.75
Faridpur,2059,23.607,89.8429,2.28,0.86,38.0,6.3,89.4,53.99,20.78,46.13,39.38,158426,35.08,38091732.54
Cox's Bazar,2031,21.4272,92.0058,2.26,0.0,33.02,4.94,64.34,0.0,4.36,24.28,30.84,127731,24.64,32944109.16
Khulna,2046,22.8456,89.5403,2.01,1.27,6.56,7.74,73.51,27.87,16.26,57.52,53.4,308701,53.73,172806223.07
Dhaka,2088,23.8103,90.4125,4.93,1.76,26.12,7.94,74.02,49.61,26.79,49.17,37.83,99961,45.71,36235139.52
Sylhet,2031,24.8949,91.8687,0.68,0.0,16.06,5.41,77.18,20.75,18.57,22.91,22.21,81157,35.49,32288533.37
Comilla,2047,23.4607,91.1809,2.97,0.52,28.6,4.65,76.0,2.48,18.45,24.08,25.25,81969,20.31,19932723.05
Rajshahi,2048,24.3745,88.6042,1.62,1.01,41.37,3.81,73.12,20.0,31.58,31.14,27.89,28166,20.17,13289451.99
Faridpur,2056,23.607,89.8429,0.79,0.87,46.67,5.82,87.24,52.55,14.59,37.88,36.79,92834,33.66,49715484.36
Barisal,2039,22.701,90.3535,2.52,0.63,15.22,6.67,72.9,45.69,2.36,49.13,29.9,213381,49.55,84443051.61
Khulna,2041,22.8456,89.5403,0.81,0.6,19.19,2.72,76.63,42.99,17.0,32.62,29.48,114230,20.02,38546678.62
Khulna,2029,22.8456,89.5403,0.72,0.7,32.86,5.11,78.75,10.41,18.03,28.73,44.2,144694,31.44,69762209.88
Faridpur,2063,23.607,89.8429,1.89,2.47,9.02,6.53,81.13,49.72,23.62,53.57,39.79,125499,56.94,48709565.62
Cox's Bazar,2058,21.4272,92.0058,2.27,1.36,16.37,4.48,77.56,40.44,33.17,35.95,33.41,125058,44.39,40070586.24
Jhalokati,2029,22.6406,90.1987,1.96,0.36,-9.05,2.68,80.59,13.01,19.2,20.57,23.82,81017,20.1,19982092.52
Satkhira,2086,22.7185,89.0705,3.34,1.35,44.13,7.27,84.31,82.29,31.4,75.07,66.85,596790,51.74,147780261.42
Faridpur,2039,23.607,89.8429,1.5,1.2,9.12,8.34,89.23,40.02,23.15,54.16,39.85,134476,55.46,64495686.79
Sylhet,2049,24.8949,91.8687,2.13,0.0,16.74,4.6,83.07,55.17,26.01,38.62,24.17,110264,41.25,39571606.64
Faridpur,2079,23.607,89.8429,2.17,1.37,20.47,7.98,80.84,48.81,37.62,44.95,40.77,122607,42.08,40583951.23
Shariatpur,2092,23.2423,90.4348,3.99,1.91,49.91,8.77,88.52,57.45,32.67,64.76,62.92,366209,52.41,122623593.88
Bogura,2042,24.8465,89.3776,2.4,0.17,29.58,4.67,85.94,18.22,7.72,19.85,13.28,19517,31.3,10250794.19
Jhalokati,2087,22.6406,90.1987,3.58,2.12,59.56,7.56,73.68,71.7,29.81,84.84,65.69,511059,64.44,124198565.71
